RUT_EMPRESA,NOMBRE_EMPRESA,REGIÓN_FAENA,PROVINCIA_FAENA,COMUNA_FAENA,NOMBRE_FAENA,CATEGORÍA_FAENA,REGIÓN_INSTALACIÓN,PROVINCIA_INSTALACIÓN,COMUNA_INSTALACIÓN,NOMBRE_INSTALACIÓN,TIPO_INSTALACIÓN,RECURSO_MINERO,RECURSO_PRINCIPAL,TIPO_RECURSO,NRO_INSTALACIÓN,UTM_NORTE,UTM_ESTE,COTA,HUSO,DATUM,ESTADO,CONCATENAR
76.000.095-7,JUAN REINOSO EXPLT. Y DISTRIB. MRA. EIRL,01,TAMARUGAL,POZO ALMONTE,MINA CLARA ANTONIA,Categoría D,01,TAMARUGAL,POZO ALMONTE,MINA,MINA RAJO ABIERTO,SALMUERA (SODIO),SALMUERA,ROCAS Y MINERALES INDUSTRIALES,2000076652 - 7,"7,678,200","432,004",842,19,PSAD-56,ACTIVA,MINA CLARA ANTONIAJUAN REINOSO EXPLT. Y DISTRIB. MRA. EIRLPOZO ALMONTE
7.710.153-5,SERGIO M. RIVERA ROJAS ,01,IQUIQUE,ALTO HOSPICIO,PROY. DE RECONOCIMIENTO DE RESERVA MINA ESMERALDA,Categoría D,01,IQUIQUE,ALTO HOSPICIO,MINA ESMERALDA,MINA SUBTERRANEA,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,110700071 - 9,"7,756,750","391,500",768,19,PSAD-56,ABANDONADA,
6.062.657-K,VICTOR SAAVEDRA NAVARRETE,01,IQUIQUE,ALTO HOSPICIO,MINA LEONARDO PUNTO MARIANA,Categoría D,01,IQUIQUE,ALTO HOSPICIO,MINA,MINA SUBTERRANEA,COBRE - ORO,COBRE,RECURSOS MINERALES METÁLICOS,110700067 - 0,"7,769,700","385,800",777,19,PSAD-56,ACTIVA,MINA LEONARDO PUNTO MARIANAVICTOR SAAVEDRA NAVARRETEALTO HOSPICIO
6.062.657-K,VICTOR SAAVEDRA NAVARRETE,01,IQUIQUE,ALTO HOSPICIO,MINA LEONARDO PUNTO MARIANA,Categoría D,01,IQUIQUE,ALTO HOSPICIO,Polvorín,POLVORIN,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000052538 - 4,"7,769,002","385,695",789,19,PSAD-56,INACTIVA,MINA LEONARDO PUNTO MARIANAVICTOR SAAVEDRA NAVARRETEALTO HOSPICIO
76.282.902-9,SOC. MINERA SANTANA DE PARNAIBA LTDA.,01,IQUIQUE,ALTO HOSPICIO,MINA HUANTAJAYA PRIMERA 1/23,Categoría D,01,IQUIQUE,ALTO HOSPICIO,MINA,MINA SUBTERRANEA,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,110700072 - 7,"7,762,750","388,750",750,19,PSAD-56,IRREGULAR NO OPERATIVA,
76.282.902-9,SOC. MINERA SANTANA DE PARNAIBA LTDA.,01,IQUIQUE,ALTO HOSPICIO,PLANTA FLOTACION DESMONTES HUANTAJAYA ,Categoría D,01,IQUIQUE,ALTO HOSPICIO,PLANTA FLOTACION,PLANTA CONCENTRADORA,PLATA METÁLICA O NATIVA,PLATA,RECURSOS MINERALES METÁLICOS,2000144630 - 5,"7,763,500","389,200",802,19,PSAD-56,IRREGULAR NO OPERATIVA,
10.281.588-2,LUIS VILLARROEL ORTIZ,01,IQUIQUE,ALTO HOSPICIO,Mina Leonardo,Categoría D,01,IQUIQUE,ALTO HOSPICIO,Mina Leonardo,MINA SUBTERRANEA,SULFUROS Y ÓXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000055601 - 8,"7,768,914","385,597",777,19,PSAD-56,ACTIVA,Mina LeonardoLUIS VILLARROEL ORTIZALTO HOSPICIO
76.141.888-2,LIU & SAAVEDRA EXPLOTACION MINERA LTDA.,01,IQUIQUE,ALTO HOSPICIO,PROY. PLANTA PILOTO LIXIVIACION,Categoría D,01,IQUIQUE,ALTO HOSPICIO,PLANTA PILOTO,PLANTA EXTRACCIÓN POR SOLVENTES,SULFUROS Y ÓXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000093658 - 9,"7,768,650","388,400",900,19,PSAD-56,ACTIVA,PROY. PLANTA PILOTO LIXIVIACIONLIU & SAAVEDRA EXPLOTACION MINERA LTDA.ALTO HOSPICIO
52.005.464-2,OSCAR ALCIDES TORRES CORTES E.I.R.L.,01,IQUIQUE,ALTO HOSPICIO,HIDRO-5000 HUANTACA TARAPACA,Categoría D,01,IQUIQUE,ALTO HOSPICIO,PLANTA,PLANTA LIXIVIACIÓN,SULFUROS Y ÓXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000119675 - 9,"7,769,100","386,000",700,19,PSAD-56,ACTIVA,HIDRO-5000 HUANTACA TARAPACAOSCAR ALCIDES TORRES CORTES E.I.R.L.ALTO HOSPICIO
76.351.794-2,MINERA SOUTHERN PIONEER RESOURCES CHILE SpA,01,IQUIQUE,ALTO HOSPICIO,PROYECTO HUANTAJAYA,Categoría D,01,IQUIQUE,ALTO HOSPICIO,EXPLORACION PROY. HUANTAJAYA,EXPLORACION DE SUPERFICIE,PLATA - ORO,PLATA,RECURSOS MINERALES METÁLICOS,2000134647 - 5,"7,763,250","389,000",900,19,PSAD-56,IRREGULAR OPERATIVA,PROYECTO HUANTAJAYAMINERA SOUTHERN PIONEER RESOURCES CHILE SpAALTO HOSPICIO
1-9,FMA/P,02,ANTOFAGASTA,ANTOFAGASTA,OFICINA SALITRERA EUGENIA,Categoría S/C,02,ANTOFAGASTA,ANTOFAGASTA,TORTA Nº 1,DEPÓSITO RMM - MINERAL DE BAJA LEY,CALICHE (NITRATOS),CALICHE,ROCAS Y MINERALES INDUSTRIALES,210100675 - 4,"7,330,688","405,546",1016,19,PSAD-56,ABANDONADA,
1-9,FMA/P,02,ANTOFAGASTA,ANTOFAGASTA,OFICINA SALITRERA EUGENIA,Categoría S/C,02,ANTOFAGASTA,ANTOFAGASTA,TORTA Nº 2,DEPÓSITO RMM - MINERAL DE BAJA LEY,CALICHE (NITRATOS),CALICHE,ROCAS Y MINERALES INDUSTRIALES,210100676 - 2,"7,330,546","408,482",1022,19,PSAD-56,ABANDONADA,
1-9,FMA/P,02,ANTOFAGASTA,ANTOFAGASTA,OFICINA SALITRERA EUGENIA,Categoría S/C,02,ANTOFAGASTA,ANTOFAGASTA,TORTA Nº 3,DEPÓSITO RMM - MINERAL DE BAJA LEY,CALICHE (NITRATOS),CALICHE,ROCAS Y MINERALES INDUSTRIALES,210100677 - 0,"7,330,228","408,901",1022,19,PSAD-56,ABANDONADA,
1-9,FMA/P,02,ANTOFAGASTA,ANTOFAGASTA,OFICINA SALITRERA COTA,Categoría S/C,02,ANTOFAGASTA,ANTOFAGASTA,PLANTA,PLANTA CONCENTRADORA,CALICHE (NITRATOS),CALICHE,ROCAS Y MINERALES INDUSTRIALES,210100691 - 6,"7,337,625","412,364",972,19,PSAD-56,ABANDONADA,
1-9,FMA/P,02,ANTOFAGASTA,ANTOFAGASTA,OFICINA SALITRERA EUGENIA,Categoría S/C,02,ANTOFAGASTA,ANTOFAGASTA,PLANTA,PLANTA EXTRACCIÓN POR SOLVENTES,CALICHE (NITRATOS),CALICHE,ROCAS Y MINERALES INDUSTRIALES,210100679 - 7,"7,330,510","408,622",1019,19,PSAD-56,ABANDONADA,
1-9,FMA/P,02,ANTOFAGASTA,ANTOFAGASTA,OFICINA SALITRERA COTA,Categoría S/C,02,ANTOFAGASTA,ANTOFAGASTA,DEPOSITO Nº 1,DEPÓSITO RMM - RIPIOS DE LIXIVIACIÓN,CALICHE (NITRATOS),CALICHE,ROCAS Y MINERALES INDUSTRIALES,210100689 - 4,"7,337,442","412,505",1041,19,PSAD-56,ABANDONADA,
1-9,FMA/P,02,ANTOFAGASTA,ANTOFAGASTA,OFICINA SALITRERA COTA,Categoría S/C,02,ANTOFAGASTA,ANTOFAGASTA,DEPOSITO Nº 2,DEPÓSITO RMM - RIPIOS DE LIXIVIACIÓN,CALICHE (NITRATOS),CALICHE,ROCAS Y MINERALES INDUSTRIALES,210100690 - 8,"7,337,083","412,154",959,19,PSAD-56,ABANDONADA,
1-9,FMA/P,02,ANTOFAGASTA,ANTOFAGASTA,OFICINA SALITRERA EUGENIA,Categoría S/C,02,ANTOFAGASTA,ANTOFAGASTA,RIPIOS LIXIVIADOS,DEPÓSITO RMM - RIPIOS DE LIXIVIACIÓN,CALICHE (NITRATOS),CALICHE,ROCAS Y MINERALES INDUSTRIALES,210100678 - 9,"7,330,579","408,745",1013,19,PSAD-56,ABANDONADA,
78.273.180-7,MINERA FEEPORT MCMORAN SOUTH AMERICA LTDA.,02,ANTOFAGASTA,ANTOFAGASTA,EXPLORACIONES ANAQUENA II REGION,Categoría D,02,ANTOFAGASTA,ANTOFAGASTA,ANAQUENA,EXPLORACION DE SUPERFICIE,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000140653 - 2,"7,268,000","482,600",3800,19,PSAD-56,ACTIVA,EXPLORACIONES ANAQUENA II REGIONMINERA FEEPORT MCMORAN SOUTH AMERICA LTDA.ANTOFAGASTA
99.569.520-0,EXPLORACIONES MINERAS ANDINAS S.A.,02,ANTOFAGASTA,ANTOFAGASTA,EXPLORACION ALTO DE VARAS,Categoría C,02,ANTOFAGASTA,ANTOFAGASTA,EXPLORACION,EXPLORACION DE SUPERFICIE,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000120640 - 1,"7,282,000","481,000",3600,19,PSAD-56,ACTIVA,EXPLORACION ALTO DE VARASEXPLORACIONES MINERAS ANDINAS S.A.ANTOFAGASTA
76.314.140-3,MINERA EL WAY SA,02,ANTOFAGASTA,ANTOFAGASTA,MINA EL WAY,Categoría B,02,ANTOFAGASTA,ANTOFAGASTA,ACOPIO TRANSITORIO,DEPÓSITO RMM - ESTÉRILES,CALIZA,CARBONATOS DE CALCIO,ROCAS Y MINERALES INDUSTRIALES,2000109810 - 2,"7,401,127","373,081",576,19,PSAD-56,ACTIVA,MINA EL WAYMINERA EL WAY SAANTOFAGASTA
76.314.140-3,MINERA EL WAY SA,02,ANTOFAGASTA,ANTOFAGASTA,MINA JUANA,Categoría D,02,ANTOFAGASTA,ANTOFAGASTA,TALLERES Y MAESTRANZA,TALLERES Y MAESTRANZA,ARENA SILICEA,SILICEOS,ROCAS Y MINERALES INDUSTRIALES,2000060641 - 4,"7,324,733","385,660",1212,19,PSAD-56,ACTIVA,MINA JUANAMINERA EL WAY SAANTOFAGASTA
76.314.140-3,MINERA EL WAY SA,02,ANTOFAGASTA,ANTOFAGASTA,MINA EL WAY,Categoría B,02,ANTOFAGASTA,ANTOFAGASTA,MINA,MINA RAJO ABIERTO,CALIZA,CARBONATOS DE CALCIO,ROCAS Y MINERALES INDUSTRIALES,210100416 - 6,"7,363,093","358,049",683,19,PSAD-56,ACTIVA,MINA EL WAYMINERA EL WAY SAANTOFAGASTA
76.314.140-3,MINERA EL WAY SA,02,ANTOFAGASTA,ANTOFAGASTA,MINA EL WAY,Categoría B,02,ANTOFAGASTA,ANTOFAGASTA,PLANTA,PLANTA CHANCADO,CALIZA,CARBONATOS DE CALCIO,ROCAS Y MINERALES INDUSTRIALES,210100598 - 7,"7,362,401","360,615",683,19,PSAD-56,ACTIVA,MINA EL WAYMINERA EL WAY SAANTOFAGASTA
76.314.140-3,MINERA EL WAY SA,02,ANTOFAGASTA,ANTOFAGASTA,MINA EL WAY,Categoría B,02,ANTOFAGASTA,ANTOFAGASTA,POLVORIN,POLVORIN,CALCITA,CARBONATOS DE CALCIO,ROCAS Y MINERALES INDUSTRIALES,2000010181 - 9,"7,362,788","361,046",583,19,PSAD-56,ACTIVA,MINA EL WAYMINERA EL WAY SAANTOFAGASTA
76.314.140-3,MINERA EL WAY SA,02,ANTOFAGASTA,ANTOFAGASTA,MINA EL WAY,Categoría B,02,ANTOFAGASTA,ANTOFAGASTA,ADMINISTRACIÓN-TALLERES,TALLERES Y MAESTRANZA,CALIZA,CARBONATOS DE CALCIO,ROCAS Y MINERALES INDUSTRIALES,210100600 - 2,"7,363,093","360,231",683,19,PSAD-56,ACTIVA,MINA EL WAYMINERA EL WAY SAANTOFAGASTA
76.314.140-3,MINERA EL WAY SA,02,ANTOFAGASTA,ANTOFAGASTA,MINA JUANA,Categoría D,02,ANTOFAGASTA,ANTOFAGASTA,MINA,MINA RAJO ABIERTO,ARCILLA REFRACTARIA,ARCILLAS,ROCAS Y MINERALES INDUSTRIALES,210100602 - 9,"7,321,000","387,000",1197,19,PSAD-56,ACTIVA,MINA JUANAMINERA EL WAY SAANTOFAGASTA
76.314.140-3,MINERA EL WAY SA,02,ANTOFAGASTA,ANTOFAGASTA,MINA JUANA,Categoría D,02,ANTOFAGASTA,ANTOFAGASTA,PLANTA (HARNEADO),PLANTA CHANCADO,ARCILLA REFRACTARIA,ARCILLAS,ROCAS Y MINERALES INDUSTRIALES,210100603 - 7,"7,362,518","360,309",1197,19,PSAD-56,ACTIVA,MINA JUANAMINERA EL WAY SAANTOFAGASTA
76.314.140-3,MINERA EL WAY SA,02,ANTOFAGASTA,ANTOFAGASTA,MINA JUANA,Categoría D,02,ANTOFAGASTA,ANTOFAGASTA,ADMINISTRACIÓN-OFICINA,ADMINISTRACIÓN - OFICINA,ARCILLA REFRACTARIA,ARCILLAS,ROCAS Y MINERALES INDUSTRIALES,210100604 - 5,"7,362,425","360,673",1197,19,PSAD-56,ACTIVA,MINA JUANAMINERA EL WAY SAANTOFAGASTA
76.314.140-3,MINERA EL WAY SA,02,ANTOFAGASTA,ANTOFAGASTA,MINA EL WAY,Categoría B,02,ANTOFAGASTA,ANTOFAGASTA,ADMINISTRACIÓN-OFICINA,ADMINISTRACIÓN - OFICINA,CALIZA,CARBONATOS DE CALCIO,ROCAS Y MINERALES INDUSTRIALES,210100599 - 5,"7,362,506","360,330",683,19,PSAD-56,ACTIVA,MINA EL WAYMINERA EL WAY SAANTOFAGASTA
76.420.230-9,COMPAÑIA MINERA POLPAICO LTDA.,02,ANTOFAGASTA,ANTOFAGASTA,PUZOLANA NORTE (ANTOFAGASTA),Categoría D,02,ANTOFAGASTA,ANTOFAGASTA,MINA RAJO ABIERTO,MINA RAJO ABIERTO,ARCILLA REFRACTARIA,ARCILLAS,ROCAS Y MINERALES INDUSTRIALES,210100488 - 3,"7,319,600","387,750",1230,19,PSAD-56,ACTIVA,PUZOLANA NORTE (ANTOFAGASTA)COMPAÑIA MINERA POLPAICO LTDA.ANTOFAGASTA
76.420.230-9,COMPAÑIA MINERA POLPAICO LTDA.,02,ANTOFAGASTA,ANTOFAGASTA,PUZOLANA NORTE (ANTOFAGASTA),Categoría D,02,ANTOFAGASTA,ANTOFAGASTA,PLANTA HARNERO Y CLASIFICADOS,PLANTA DIMENSIONAMIENTO Y CORTE,ARCILLA REFRACTARIA,ARCILLAS,ROCAS Y MINERALES INDUSTRIALES,2000004050 - K,"7,319,467","388,628",1193,19,PSAD-56,ACTIVA,PUZOLANA NORTE (ANTOFAGASTA)COMPAÑIA MINERA POLPAICO LTDA.ANTOFAGASTA
76.420.230-9,COMPAÑIA MINERA POLPAICO LTDA.,02,ANTOFAGASTA,ANTOFAGASTA,PUZOLANA NORTE (ANTOFAGASTA),Categoría D,02,ANTOFAGASTA,ANTOFAGASTA,ADMINISTRACION CAMPAMENTO,CAMPAMENTO,ARCILLA REFRACTARIA,ARCILLAS,ROCAS Y MINERALES INDUSTRIALES,2000004052 - 6,"7,315,483","388,834",1212,19,PSAD-56,ACTIVA,PUZOLANA NORTE (ANTOFAGASTA)COMPAÑIA MINERA POLPAICO LTDA.ANTOFAGASTA
76.420.230-9,COMPAÑIA MINERA POLPAICO LTDA.,02,ANTOFAGASTA,ANTOFAGASTA,PUZOLANA NORTE (ANTOFAGASTA),Categoría D,02,ANTOFAGASTA,ANTOFAGASTA,ADMINISTRACION OFICINA,ADMINISTRACIÓN - OFICINA,ARCILLA REFRACTARIA,ARCILLAS,ROCAS Y MINERALES INDUSTRIALES,2000004051 - 8,"7,315,473","388,839",1212,19,PSAD-56,ACTIVA,PUZOLANA NORTE (ANTOFAGASTA)COMPAÑIA MINERA POLPAICO LTDA.ANTOFAGASTA
76.420.230-9,COMPAÑIA MINERA POLPAICO LTDA.,02,ANTOFAGASTA,ANTOFAGASTA,PUZOLANA NORTE (ANTOFAGASTA),Categoría D,02,ANTOFAGASTA,ANTOFAGASTA,BOTADERO DE ESTERILES,DEPÓSITO RMM - ESTÉRILES,ARCILLA REFRACTARIA,ARCILLAS,ROCAS Y MINERALES INDUSTRIALES,2000004049 - 6,"7,319,215","388,758",1158,19,PSAD-56,ACTIVA,PUZOLANA NORTE (ANTOFAGASTA)COMPAÑIA MINERA POLPAICO LTDA.ANTOFAGASTA
5.972.536-K,NEWTON MIRANDA CASTRO,02,ANTOFAGASTA,ANTOFAGASTA,MINA COBRE MINERAL DOS ,Categoría D,02,ANTOFAGASTA,ANTOFAGASTA,MINA,MINA SUBTERRANEA,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,210100707 - 6,"7,321,460","348,030",442,19,PSAD-56,ACTIVA,MINA COBRE MINERAL DOS NEWTON MIRANDA CASTROANTOFAGASTA
76.910.000-8,SOCIEDAD DE INVERSIONES BAREY LTDA.,02,ANTOFAGASTA,ANTOFAGASTA,MINA ANCLA,Categoría C,02,ANTOFAGASTA,ANTOFAGASTA,TALLER Y MAESTRANZA,TALLERES Y MAESTRANZA,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,19999957 - 5,"7,377,615","363,800",790,19,PSAD-56,ACTIVA,MINA ANCLASOCIEDAD DE INVERSIONES BAREY LTDA.ANTOFAGASTA
76.910.000-8,SOCIEDAD DE INVERSIONES BAREY LTDA.,02,ANTOFAGASTA,ANTOFAGASTA,MINA ANCLA,Categoría C,02,ANTOFAGASTA,ANTOFAGASTA,OFICINAS,ADMINISTRACIÓN - OFICINA,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000008044 - 7,"7,377,935","364,046",795,19,PSAD-56,ACTIVA,MINA ANCLASOCIEDAD DE INVERSIONES BAREY LTDA.ANTOFAGASTA
76.910.000-8,SOCIEDAD DE INVERSIONES BAREY LTDA.,02,ANTOFAGASTA,ANTOFAGASTA,MINA ANCLA,Categoría C,02,ANTOFAGASTA,ANTOFAGASTA,BOTADERO,DEPÓSITO RMM - ESTÉRILES,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000008043 - 9,"7,377,642","363,877",780,19,PSAD-56,ACTIVA,MINA ANCLASOCIEDAD DE INVERSIONES BAREY LTDA.ANTOFAGASTA
76.910.000-8,SOCIEDAD DE INVERSIONES BAREY LTDA.,02,ANTOFAGASTA,ANTOFAGASTA,MINA ANCLA,Categoría C,02,ANTOFAGASTA,ANTOFAGASTA,MINA SUBTERRÁNEA,MINA SUBTERRANEA,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,210100664 - 9,"7,379,210","364,710",900,19,PSAD-56,ACTIVA,MINA ANCLASOCIEDAD DE INVERSIONES BAREY LTDA.ANTOFAGASTA
76.910.000-8,SOCIEDAD DE INVERSIONES BAREY LTDA.,02,ANTOFAGASTA,ANTOFAGASTA,MINA ANCLA,Categoría C,02,ANTOFAGASTA,ANTOFAGASTA,CAMPAMENTO,CAMPAMENTO,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,210100665 - 7,"7,377,966","364,057",777,19,PSAD-56,ACTIVA,MINA ANCLASOCIEDAD DE INVERSIONES BAREY LTDA.ANTOFAGASTA
76.910.000-8,SOCIEDAD DE INVERSIONES BAREY LTDA.,02,ANTOFAGASTA,ANTOFAGASTA,MINA ANCLA,Categoría C,02,ANTOFAGASTA,ANTOFAGASTA,POLVORIN,POLVORIN,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000068538 - 1,"7,377,875","364,111",1600,19,PSAD-56,ACTIVA,MINA ANCLASOCIEDAD DE INVERSIONES BAREY LTDA.ANTOFAGASTA
76.910.000-8,SOCIEDAD DE INVERSIONES BAREY LTDA.,02,ANTOFAGASTA,ANTOFAGASTA,MINA PERTINHO RAJO SUR,Categoría D,02,ANTOFAGASTA,ANTOFAGASTA,MINA,MINA RAJO ABIERTO,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,210100681 - 9,"7,377,500","363,824",900,19,PSAD-56,ACTIVA,MINA PERTINHO RAJO SURSOCIEDAD DE INVERSIONES BAREY LTDA.ANTOFAGASTA
76.910.000-8,SOCIEDAD DE INVERSIONES BAREY LTDA.,02,ANTOFAGASTA,ANTOFAGASTA,MINA GUAPIN A DEL 1 AL 40,Categoría D,02,ANTOFAGASTA,ANTOFAGASTA,MINA,MINA RAJO ABIERTO,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,210100715 - 7,"7,287,932","345,081",495,19,PSAD-56,ACTIVA,MINA GUAPIN A DEL 1 AL 40SOCIEDAD DE INVERSIONES BAREY LTDA.ANTOFAGASTA
76.910.000-8,SOCIEDAD DE INVERSIONES BAREY LTDA.,02,ANTOFAGASTA,ANTOFAGASTA,MINA ANCLA,Categoría C,02,ANTOFAGASTA,ANTOFAGASTA,CANCHA DE ACOPIO,DEPÓSITO RMM - MINERAL DE BAJA LEY,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,19999956 - 7,"7,377,829","364,723",777,19,PSAD-56,ACTIVA,MINA ANCLASOCIEDAD DE INVERSIONES BAREY LTDA.ANTOFAGASTA
76.910.000-8,SOCIEDAD DE INVERSIONES BAREY LTDA.,02,ANTOFAGASTA,ANTOFAGASTA,EXPLORACION PERTHIÑO NORTE,Categoría D,02,ANTOFAGASTA,ANTOFAGASTA,EXPLORACION,EXPLORACION DE SUPERFICIE,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000123793 - 5,"7,378,170","364,030",900,19,PSAD-56,ACTIVA,EXPLORACION PERTHIÑO NORTESOCIEDAD DE INVERSIONES BAREY LTDA.ANTOFAGASTA
76.910.000-8,SOCIEDAD DE INVERSIONES BAREY LTDA.,02,ANTOFAGASTA,ANTOFAGASTA,MINA PERTINHO RAJO NORTE,Categoría D,02,ANTOFAGASTA,ANTOFAGASTA,MINA,MINA RAJO ABIERTO,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,210100680 - 0,"7,378,004","363,775",878,19,PSAD-56,ACTIVA,MINA PERTINHO RAJO NORTESOCIEDAD DE INVERSIONES BAREY LTDA.ANTOFAGASTA
76.770.700-2,TRANS Y SERVICIOS MINEROS E.I.R.L ,02,ANTOFAGASTA,ANTOFAGASTA,MINA LILIA 1 AL 5,Categoría D,02,ANTOFAGASTA,ANTOFAGASTA,ADMINISTRACIÓN - CAMPAMENTO,CAMPAMENTO,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,210100522 - 7,"7,307,726","350,306",739,19,PSAD-56,ACTIVA,MINA LILIA 1 AL 5TRANS Y SERVICIOS MINEROS E.I.R.L ANTOFAGASTA
76.770.700-2,TRANS Y SERVICIOS MINEROS E.I.R.L ,02,ANTOFAGASTA,ANTOFAGASTA,MINA LILIA 1 AL 5,Categoría D,02,ANTOFAGASTA,ANTOFAGASTA,POLVORIN,POLVORIN,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000019085 - 4,"7,308,152","350,242",837,19,PSAD-56,ACTIVA,MINA LILIA 1 AL 5TRANS Y SERVICIOS MINEROS E.I.R.L ANTOFAGASTA
76.770.700-2,TRANS Y SERVICIOS MINEROS E.I.R.L ,02,ANTOFAGASTA,ANTOFAGASTA,MINA LILIA 1 AL 5,Categoría D,02,ANTOFAGASTA,ANTOFAGASTA,MINA SUBTERRÁNEA,MINA SUBTERRANEA,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,210400673 - 9,"7,308,015","350,178",778,19,PSAD-56,ACTIVA,MINA LILIA 1 AL 5TRANS Y SERVICIOS MINEROS E.I.R.L ANTOFAGASTA
8.933.473-K,ELEONIA MENESES VALENCIA,02,ANTOFAGASTA,ANTOFAGASTA,MINERA SHIOTA,Categoría D,02,ANTOFAGASTA,ANTOFAGASTA,MINA SUBTERRANEA,MINA SUBTERRANEA,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000132664 - 4,"7,586,103","507,139",3710,19,PSAD-56,ACTIVA,MINERA SHIOTAELEONIA MENESES VALENCIAANTOFAGASTA
11.861.983-8,GUIDO CERDA HERRERA,02,ANTOFAGASTA,ANTOFAGASTA,MINA MONTEMAR,Categoría D,02,ANTOFAGASTA,ANTOFAGASTA,POLVORIN,POLVORIN,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000068632 - 9,"7,382,069","359,841",444,19,PSAD-56,INACTIVA,MINA MONTEMARGUIDO CERDA HERRERAANTOFAGASTA
11.861.983-8,GUIDO CERDA HERRERA,02,ANTOFAGASTA,ANTOFAGASTA,MINA MONTEMAR,Categoría D,02,ANTOFAGASTA,ANTOFAGASTA,CANCHA DE ACOPIO,DEPÓSITO RMM - MINERAL DE BAJA LEY,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000068633 - 7,"7,382,103","359,919",451,19,PSAD-56,INACTIVA,MINA MONTEMARGUIDO CERDA HERRERAANTOFAGASTA
11.861.983-8,GUIDO CERDA HERRERA,02,ANTOFAGASTA,ANTOFAGASTA,EXPLORACIONES,Categoría D,02,ANTOFAGASTA,TALTAL,"EXPLORACION MINA PROSION 5, 1 AL 60",EXPLORACION DE SUPERFICIE,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000119649 - K,"7,158,694","347,186",550,19,PSAD-56,ACTIVA,EXPLORACIONESGUIDO CERDA HERRERAANTOFAGASTA
11.861.983-8,GUIDO CERDA HERRERA,02,ANTOFAGASTA,ANTOFAGASTA,MINA MONTEMAR,Categoría D,02,ANTOFAGASTA,ANTOFAGASTA,ADMINISTRACION-CAMPAMENTO,CAMPAMENTO,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,210100537 - 5,"7,382,162","359,769",439,19,PSAD-56,INACTIVA,MINA MONTEMARGUIDO CERDA HERRERAANTOFAGASTA
11.861.983-8,GUIDO CERDA HERRERA,02,ANTOFAGASTA,ANTOFAGASTA,MINA MONTEMAR,Categoría D,02,ANTOFAGASTA,ANTOFAGASTA,BOTADERO,DEPÓSITO RMM - ESTÉRILES,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000005082 - 3,"7,381,726","359,723",570,19,PSAD-56,INACTIVA,MINA MONTEMARGUIDO CERDA HERRERAANTOFAGASTA
11.861.983-8,GUIDO CERDA HERRERA,02,ANTOFAGASTA,ANTOFAGASTA,MINA MONTEMAR,Categoría D,02,ANTOFAGASTA,ANTOFAGASTA,MINA,MINA SUBTERRANEA,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,210100509 - K,"7,382,184","359,943",456,19,PSAD-56,INACTIVA,MINA MONTEMARGUIDO CERDA HERRERAANTOFAGASTA
7.459.484-0,CLAUDIO BARRIOS REYES,02,ANTOFAGASTA,ANTOFAGASTA,MINA KIARA TRES 1 al 5,Categoría D,02,ANTOFAGASTA,ANTOFAGASTA,MINA SUBTERRANEA,MINA SUBTERRANEA,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000137640 - 4,"7,282,892","395,347",2350,19,PSAD-56,IRREGULAR NO OPERATIVA,
